age,value
529.86,0.58
529.9,1.17
529.95,1.24
530.01,1.82
530.05,2.28
530.11,2.03
530.21,1.57
530.3,2.19
530.4,3.08
530.51,3.68
530.61,3.61
530.7,3.68
530.8,3.49
530.91,3.95
531.01,4.26
531.11,4.79
531.2,4.91
531.31,4.81
531.41,5.04
531.51,4.06
531.6,4.96
531.7,3.98
531.81,3.23
531.91,3.03
532,3.03
532.1,2.85
532.21,3.73
532.25,3.63
532.31,4.84
532.36,2.78
532.4,1.82
532.46,1.28
532.5,0.93
532.55,0.04
532.61,-0.74
532.65,-0.79
532.71,-1.13
532.75,-0.92
532.81,-1.8
532.84,-2.54
532.9,-0.91
532.95,-0.45
533.01,-0.4
533.11,-0.42
533.21,-0.38
533.3,0.89
533.39,0.65
533.51,0.26
533.55,-1.38
533.61,-2.07
533.7,-2.21
533.8,-1.95
533.91,-2.07
534.01,-1.82
534.1,-1.6
534.2,-1.25
534.31,-0.63
534.41,-0.83
534.51,-0.68
534.6,-1.4
534.71,-1.27
534.81,-0.48
534.91,-0.51
535,0.07
535.1,-0.33
535.21,0.51
535.31,-0.64
535.4,-0.6
535.5,-1.37
535.61,-2.39
535.71,-2.33
535.81,-2.35
535.9,-2.43
536.02,-1.94
536.11,-2.03
536.21,-1.67
536.3,-0.96
536.41,-0.96
536.51,-0.16
536.61,0.52
536.7,-1.48
536.8,-2.08
536.91,-2.38
537.01,-2.15
537.1,-1.81
537.2,-1.97
537.31,-1.06
537.41,-0.93
537.51,-0.53
537.6,0.27
537.71,0.81
537.75,-1.12
537.81,-3.04
537.85,-3.57
537.91,-2.94
537.96,-2.53
538,-2.58
538.11,-3.08
538.21,-2.26
538.31,-1.66
538.4,-2.11
538.5,-0.72
538.61,0.41
538.67,0.94
538.71,2.11
538.77,1.47
539.46,4.23
539.8,4.29
540.13,4.1
540.79,4.23
541.13,4.52
541.46,4.78
542.12,5.04
542.46,5.02
543.12,4.98
543.45,4.99
544.12,5.36
544.45,5.53
544.78,4.33
545.12,2.55
545.45,1.17
546.11,1.47
546.45,1.81
547.11,2.1
547.44,2.27
548.11,2.2
548.44,1.87
549.11,1.44
549.44,1.12
550.1,-0.14
550.44,-0.65
551.03,-1.65
551.41,-4.3
551.57,-4.91
551.72,-5.85
552.03,-6.81
552.5,-7.45
553.12,-7.42
553.58,-7.77
554.05,-7.57
554.52,-8.75
555.14,-8.93
555.6,-8.22
556.07,-8.15
556.53,-8.11
557,-8.41
557.47,-7.58
558.09,-6.88
558.55,-6.59
559.02,-6.92
559.48,-5.87
560.11,-5.01
560.57,-3.09
560.73,-1.37
561.04,0.46
561.5,2.14
562.12,4.14
562.59,4.44
563.06,4.62
563.52,4.5
564.14,4.78
564.45,4.62
565.07,4.39
565.54,4.57
566.01,5.24
566.47,5.11
567.09,5.02
567.56,5.09
568.03,4.81
568.49,4.8
569.11,4.14
569.58,4.18
570.04,4.42
570.51,4.49
571.13,4.72
571.44,5.42
572.06,5.76
572.53,5.6
573.15,4.16
573.46,3.72
574.08,3.14
574.24,2.84
574.39,2.32
574.55,1.56
574.7,0.01
574.86,-0.66
575.01,-1.1
575.17,-0.94
575.32,-1.12
575.48,-1.58
575.63,-2.77
575.79,-3.04
575.94,-2.03
576.1,-1.51
576.57,-1.93
577.03,-2.09
577.5,-2.29
578.12,-2.22
578.58,-2.02
579.05,-2.8
579.52,-2.97
580.14,-3.16
580.6,-3.54
581.07,-3.46
581.53,-3.24
582.12,-3.85
582.48,-3.48
582.9,-0.88
583.35,0.46
583.79,1.55
584.24,1.99
584.69,2.34
585.14,3.34
585.59,3.9
586.04,4.56
586.48,4.87
587.38,5.19
588.28,5.69
589.17,5.98
590.07,6.01
591.42,5.34
592.31,4.05
593.21,3.95
594.11,4.35
595,4.12
596.35,3.34
597.24,4.31
598.14,4.61
599.04,4.83
600.38,5.27
601.28,5.11
602.18,4.23
603.07,3.33
604.42,4.34
605.31,4.18
606.21,2.88
607.11,1.52
608,0.08
609.35,1.22
610.25,3.81
611.14,4.23
612.04,4.21
613.38,4.96
614.28,5.62
615.18,5.8
616.07,5.73
617.42,5.81
618.32,5.4
619.21,5.19
620.11,3.32
621.01,2.72
621.46,1.46
621.9,0.81
622.35,0.35
623.25,0.79
624.15,1.14
624.56,0.86
625.11,-0.32
625.55,-0.92
626.06,-0.96
627.17,-1.85
628.06,-1.75
629.01,-1.03
630.01,-0.77
631.03,-1.03
632.02,-1.97
632.53,-2.36
633.01,-2.77
633.5,-3.13
634.06,-4.14
634.52,-4.87
634.95,-3.57
640,-3.35
640.57,-5.19
641.05,-4.83
641.54,-5.3
641.78,1.13
642.02,3.64
642.27,5.4
642.51,4.2
642.75,2.7
643,1.2
643.24,3.13
643.56,5.48
643.72,6.15
644.05,6.44
644.29,6.69
644.53,5.6
644.78,7.47
645.02,7.56
645.26,8.46
645.51,7.45
645.75,5.06
646.07,5.63
646.56,7.16
647.04,5.68
647.53,3.75
648.02,7.51
648.5,7
649.07,5.91
649.55,3.38
650.04,2.79
650.53,4.15
651.01,4.22
651.5,4.54
652.06,5.44
653.04,5.07
654.09,5.54
655.06,5.58
656.03,4.56
656.52,4.17
657,3.37
657.49,2.14
658.06,-1.28
658.54,-0.28
659.03,-0.32
659.51,-1.64
659.92,-2.4
715.07,-2.2
715.52,-2.12
716.04,0.71
716.5,-0.88
717.02,0.95
718.06,1.41
719.04,2.39
720.01,1.62
721.05,2.28
721.51,2.49
722.03,4.13
722.55,4.11
722.74,6.02
723.01,4.03
723.27,0.66
723.53,-0.52
723.72,0.79
724.05,1.51
724.24,2.72
724.5,2.53
724.76,4.51
725.01,1.93
725.26,1.86
725.52,1.2
725.73,3.44
726.04,3.77
726.25,5.96
726.51,5.96
726.75,6.12
727.01,5.04
727.24,5.8
727.5,4.99
727.74,4.61
728,5.96
728.24,5.1
728.5,5.87
728.76,5.27
729.02,5.26
729.52,5.72
730.01,5.95
730.51,5.67
730.77,4.82
731.01,2.53
731.58,0.67
732.16,0.8
733.52,-0.08
734.1,-1.1
734.48,-1.98
735.06,-3.21
735.49,-5.23
736.01,-2.3
736.5,-0.78
737,-1.66
737.5,1.21
737.74,1.83
738.01,2.95
738.25,3.89
738.53,2.79
738.77,3.3
739.01,3.23
739.49,2.8
740.01,2.81
740.53,2.22
741.01,1.46
741.53,1.35
742.09,1.5
742.53,2.48
743,1.56
743.52,1.55
744,1.32
744.52,2.6
745,1.55
745.52,2.61
746,2.44
746.52,1.2
747,1.23
747.51,-0.75
748.03,-1.64
748.47,-2.27
749.03,0.14
749.51,2.46
750.03,0.95
750.51,0.46
751.03,-0.05
751.51,1.71
752.03,1.11
752.5,1.63
753.02,2.84
753.5,1.66
754.02,2.51
754.5,3.28
755.11,8.51
755.47,8.56
756.08,8.52
756.57,8.67
757.06,8.63
757.54,8.59
758.03,7.9
758.52,7.47
759,6.97
759.49,6.03
760.1,6.76
760.46,6.93
761.07,5.54
761.56,4.87
762.05,2.53
762.53,3.97
763.02,5.15
763.51,4.74
764.12,7.2
764.6,7.61
765.09,7.78
766.06,7.37
767.04,7.97
768.01,7.69
769.11,7.4
770.08,7.41
771.05,6.93
772.03,7.25
773,6.36
774.1,3.32
775.07,5.48
776.04,7.1
777.02,5.55
778.11,6.98
779.09,6.77
780.06,6.21
781.03,5.78
782.01,5.64
783.1,5.64
784.08,5.28
785.05,4.05
786.02,4.19
787,5.22
788.09,4.45
789.07,4.55
790.04,4.82
791.01,6.23
791.48,6.22
792.05,4.04
792.53,3.05
793.01,2.81
793.56,2.72
794.04,2.61
794.52,2.23
795.03,-0.22
795.58,-2.42
796.01,-2.24
796.59,-2.61
797.02,-2.02
797.6,-1.05
798.03,-0.24
798.46,-0.26
799.04,0.13
799.47,0.1
800.05,-0.26
801.06,0.19
802.07,-0.24
803.08,-0.32
804.09,-0.85
805.1,-1.36
806.11,-1.29
807.12,-1.03
808.13,-0.56
809,-0.45
809.25,1.12
809.46,5.03
809.77,4.69
810.15,4.97
810.54,5.91
811.11,6.22
812.07,7.09
813.03,6.84
814.18,6.74
815.14,6.81
816.1,5.94
817.06,6.06
818.02,5.82
819.17,5.17
820.13,4.66
821.09,4.23
822.05,3.99
823.01,3.33
824.16,3.41
825.12,4.87
826.08,6.46
826.66,3.41
827.04,2.25
827.62,2.08
829.07,4.93
830.13,5.18
831.2,5.56
832.27,3.75
833.07,4.83
834.14,3.81
835.21,4.33
836.01,4.12
837.07,3.8
840.01,4.82
842.14,4.72
844.01,4.01
846.15,3.76
848.02,3.88
850.15,4.49
852.02,4.27
854.15,3.79
856.02,3.99
858.16,4.52
860.02,4.75
862.16,4.72
864.03,5.19
866.16,5.73
868.03,5.37
870.17,4.49
872.03,4.54
874.17,4.91
876.04,4.62
878.17,5.18
880.04,5.01
882.17,3.39
884.04,3.85
886.18,4.49
888.05,4.24
890.18,4.6
892.05,4.64
894.18,4.34
896.05,4.1
898.19,3.79
900.06,4.18
902.19,4.88
904.06,3.99
906.19,2.79
908.06,1.59
910.2,0.8
912.06,0.39
914.2,0.53
915,0.4
921.1,-1.1
923.21,-1.45
925.15,-1.39
927.2,-1.01
929.09,-1.51
931.36,-1.83
933.03,-1.81
935.48,-2.09
937.71,-1.91
940.37,-0.77
942.56,0.93
945.26,0.99
950.29,-0.16
954.66,0.51
960.72,0.86
965.54,2.9
967.27,2.31
970.31,0.55
973.13,2.38
975.67,1.67
977,1
980.65,0.2
985.96,-0.08
998.97,-2.1
1001.68,-0.3
1006.29,-0.4
1010.27,0.6
1015.01,1.95
1020.21,2.96
1025.35,2.56
1030.29,1.53
1035.2,1.82
1040.48,-0.14
1043.84,-0.95
1051,-1.25
1063.57,-0.84
1085.54,-0.75
1097.03,-0.2
1103.16,0.64
1105.26,1.2
1110.53,1.24
1115.79,1.75
1120,1.06
1125.26,0.88
1130.53,-0.88
1135.79,-2.63
1138.64,-1.17
1139.89,1.81
1141,3.2
1142,3.4
1145,3.43
1150,3.5
1155,3.61
1161.43,3.02
1165.58,2.02
1171.27,2.11
1175.7,1.63
1180.46,1.02
1186.54,0.25
1190.31,-0.17
1196.64,-3.59
1200.12,0.96
1202.02,2.09
1205.04,2.22
1210.08,2.11
1215.12,-0.24
1220.16,-1.21
1225,-1.22
1230.04,0.29
1235.08,1.4
1240.12,2.24
1245.16,0.93
1249.19,0.73
1249.4,0.77
1271.66,1.46
1272.26,1.55
1275.21,1.5
1280.52,1.61
1285.24,0.62
1290.55,2.08
1295.28,0.94
1298.82,0.5
1299.41,0.7
1354.5,-1.51
1356.75,-1.25
1361.25,-0.89
1370.25,-1.15
1381.5,-0.13
1390.5,-0.23
1400.1,-1.82
1411.01,1.23
1420.39,0.77
1430,0.61
1440.26,-0.66
1450.08,-0.66
1460.09,-0.4
1470.24,0.43
1475.49,0
1486.24,-0.82
1489.73,-0.86
1501.09,-0.53
1509.64,0.44
1519.91,-0.6
1530.35,-1.18
1540.28,-0.47
1560.16,-0.4
1570.05,-0.29
1580.22,-0.89
1585.16,-0.83
1590.11,-2.14
1595.05,-0.76
1600.08,-0.14
1610.21,0.03
1620.15,-0.62
1630.09,-0.73
1640.03,-0.84
1650.07,-0.6
1660,-0.42
1670,-0.75
1680.3,0.25
1690.15,-0.21
1699.24,-1.6
1700,-1.2
1795,-0.42
1795.1,-0.51
1800.04,0.42
1809.03,-0.15
1812,0.83
1815.04,0.73
1825,0.07
1835.33,0.93
1839.71,0.81
1839.81,0.58
1870.38,1.15
1870.56,0.99
1880.13,0.66
1885.04,-0.89
1890.2,1.94
1895.02,2.57
1900.07,0.89
1903.09,2.19
1905.1,0.16
1907.02,-1.98
1910,-0.03
1912.24,0.15
1914.12,0.99
1916.11,2.28
1918.03,2.73
1920,1.14
1925.02,0.93
1930.03,0.6
1935.02,0.43
1940.02,-0.09
1945.05,-0.45
1950.03,0.14
1955.03,-0.54
1960.01,0.56
1965.5,-1.58
1970.34,-0.36
1975.12,-0.02
1980.44,0.63
1985.54,-1.25
1986.89,-1.61
1987.83,-1.55
2013.85,0.61
2013.9,0.68
2015,0.76
2020.26,0.07
2022,-2.08
2024,-1.02
2026.07,-0.92
2028,-1.85
2030.48,-0.78
2032.12,-0.12
2033.11,4.35
2033.53,5.44
2034,7.23
2034.47,5.24
2035.03,4.19
2035.38,4
2036.13,0.76
2036.48,-0.04
2037.34,-2.31
2038.48,-3.58
2040.99,-5.6
2043.9,-8.71
2047,-10.96
2050,-11.93
2053,-11.17
2056,-10.46
2059,-7.59
2062,-5.45
2065,-3.15
2068,-1.45
2071,-0.12
2074,1.8
2076.7,2.17
2078.94,3.77
2080.26,4
2081.53,5.1
2082.79,5.64
2084.19,6.93
2085.58,7.51
2091.16,7.94
2095.35,8
2100.93,8.28
2105.12,8.7
2110.7,9.79
2114.88,10.17
2120.47,10.47
2130.23,11.57
2133.02,11.9
2134.42,11.1
2155,10.3
2156,10.1
2160,10.23
2165,11.04
2170,12.21
2173,16.3
2190,10.05
2195,9.8
2200.9,9.46
2223.5,6.96
2224,6.72
2251.03,-0.19
2251.37,-0.03
2255.14,1.53
2260.27,0.88
2265.07,1.01
2270.21,0.83
2273.29,2.21
2276.03,6.12
2279.11,6.23
2282.53,6.26
2285.27,7.15
2287.33,7.11
2290.07,8.3
2292.12,7
2294.18,7.74
2296.23,6.7
2298.29,6.72
2298.97,7.76
2299.32,7.82
2311.44,-2
2312.17,-1.92
2315.18,-1.8
2320.67,-1.82
2330.07,-1.89
2340.61,-1.97
2345.4,-1.93
2350.21,-0.77
2355.07,-0.23
2360.13,-0.37
2365.01,-1.1
2370.08,-2.51
2375.15,-2.68
2380.03,0
2385.09,1.32
2390.16,0.24
2395.04,0.12
2400.11,0.6
2405.17,-0.79
2410.05,0.69
2415.12,1.53
2419.62,0.43
2430.55,1.7
2435.09,2.18
2440,1.79
2445.09,2.72
2449.45,1.48
2449.64,1.41
2476.62,0.15
2477.16,0.22
2480.4,0.2
2485.25,0.11
2490.11,0.02
2495.5,0.22
2500.36,-0.16
2505.22,0
2510.07,0.12
2515.47,0.02
2520.32,-0.07
2525.18,0.13
2530.04,-0.03
2535.43,0.1
2540.29,0
2545.14,0.03
2548.92,0.01
